ext_canonical,ext_raw,total_occ,recent_occ,first_year,last_year,n_current_claimants,current_claimants,review_status,suggested_label,priority_score
.ds,".ds,.dS",102903,19755,1970,2023,0,,pending,unknown,5.31
.cmx,.cmx,102791,42313,1970,2023,0,,pending,unknown,5.31
.scp,.scp,102770,31931,2000,2023,0,,pending,unknown,5.31
.xmsgs,.xmsgs,102668,20749,1970,2023,0,,pending,unknown,5.31
.mtr,.mtr,102535,27606,2005,2023,0,,pending,unknown,5.31
.p1,.p1,102534,30062,1996,2023,0,,pending,unknown,5.31
.accdb,.accdb,102139,24563,2007,2023,0,,pending,binary:db,5.31
.smsn,.smsn,101974,21699,2017,2023,0,,pending,unknown,5.31
.onetoc2,.onetoc2,101970,38793,2007,2023,0,,pending,unknown,5.31
.fxout,.fxout,101869,346,2013,2022,0,,pending,unknown,5.31
.001,.001,101778,32630,1987,2023,0,,pending,numeric-suffix,5.31
.dve2c,.dve2C,203049,0,2015,2016,0,,pending,unknown,5.31
.spd,.spd,101660,5662,1994,2023,0,,pending,unknown,5.31
.uvopt,.uvopt,101648,25990,1970,2023,0,,pending,unknown,5.31
.iqtree,.iqtree,101412,21802,2015,2023,0,,pending,unknown,5.31
.fit,".fit,.FIT",101353,39475,1997,2023,0,,pending,unknown,5.31
.29,.29,101131,52246,1970,2023,0,,pending,numeric-suffix,5.30
.nexus,.nexus,100995,67884,1998,2023,0,,pending,unknown,5.30
.rvdata2,.rvdata2,100776,15542,2011,2023,0,,pending,unknown,5.30
.luac,.luac,100638,53173,2007,2023,0,,pending,unknown,5.30
.set,.set,100491,48889,1977,2023,0,,pending,unknown,5.30
.name,.name,100457,28926,1986,2023,0,,pending,unknown,5.30
.spe,".spe,.Spe",100404,88816,1983,2023,0,,pending,unknown,5.30
.entry,.entry,100349,26364,1987,2023,0,,pending,unknown,5.30
.32,.32,100344,41998,1970,2023,0,,pending,numeric-suffix,5.30
.ldif,.ldif,100332,31944,1970,2023,0,,pending,unknown,5.30
.profl,.profl,100299,48186,2019,2021,0,,pending,unknown,5.30
.vds,.vds,100269,45575,2006,2023,0,,pending,unknown,5.30
.defs,.defs,100170,25747,1986,2023,0,,pending,unknown,5.30
.rej,.rej,100150,14379,1970,2023,0,,pending,unknown,5.30
.ucls,.ucls,99983,22947,2001,2023,0,,pending,unknown,5.30
.ad,.ad,99963,35594,1970,2023,0,,pending,unknown,5.30
.appxrecipe,.appxrecipe,99876,14209,2011,2023,0,,pending,unknown,5.30
.hlp,".hlp,.HLP",99775,21083,1969,2023,0,,pending,unknown,5.30
.akd,.akd,99603,50209,2000,2023,0,,pending,unknown,5.30
.files,.files,99556,13129,1970,2023,0,,pending,unknown,5.30
.434595544071c7d7b4c4debfe12e3ea7f9ca09dc,.434595544071c7d7b4c4debfe12e3ea7f9ca09dc,99329,99329,2022,2022,0,,pending,sha-filename,5.30
.e10aeb39c1d3567f1906ca36162c977c1b7c0672,.e10aeb39c1d3567f1906ca36162c977c1b7c0672,99314,99314,2022,2022,0,,pending,sha-filename,5.30
.lck,.lck,99305,15599,1970,2023,0,,pending,unknown,5.30
.vox,.vox,99164,64230,2003,2023,0,,pending,unknown,5.30
.unitypackage,.unitypackage,98759,36040,2009,2023,0,,pending,unknown,5.29
.atf,.atf,98354,4612,2001,2023,0,,pending,unknown,5.29
.comment,.comment,98326,318,1991,2023,0,,pending,unknown,5.29
.xpi,.xpi,98317,17080,1970,2023,0,,pending,unknown,5.29
.utc,".UTC,.utc",98303,18916,2009,2023,0,,pending,unknown,5.29
.bodies,.bodies,97938,11783,2006,2023,0,,pending,unknown,5.29
.disp,.disp,97891,1091,2003,2023,0,,pending,unknown,5.29
.resw,.resw,97745,37158,1970,2023,0,,pending,unknown,5.29
.rvmat,.rvmat,97611,39751,2012,2023,0,,pending,unknown,5.29
.mp,.mp,97566,19024,1970,2023,0,,pending,unknown,5.29
.xcbuild,.xcbuild,97558,62070,2017,2023,0,,pending,unknown,5.29
.order,.order,97534,30795,1970,2023,0,,pending,unknown,5.29
.export,.export,97381,48752,1979,2023,0,,pending,unknown,5.29
.psmcfa,.psmcfa,97258,97243,2016,2023,0,,pending,unknown,5.29
.dirtree,.dirtree,97221,46547,2015,2023,0,,pending,unknown,5.29
.smap,.smap,97104,33875,1970,2023,0,,pending,unknown,5.29
.catpart,.CATPart,97036,43757,2008,2023,0,,pending,unknown,5.29
.terrainlayer,.terrainlayer,97030,82890,2018,2023,0,,pending,unknown,5.29
.unwrap,.unwrap,97006,24714,2010,2022,0,,pending,unknown,5.29
.attr,.attr,96649,38374,1970,2023,0,,pending,unknown,5.29
.repo,.repo,96473,30843,1970,2023,0,,pending,unknown,5.28
.ksh,.ksh,96459,21510,1970,2023,0,,pending,unknown,5.28
.sd,.sd,96415,50568,1992,2023,0,,pending,unknown,5.28
.mhtml,.mhtml,96264,52277,1996,2023,0,,pending,unknown,5.28
.icc,.icc,96249,19672,1970,2023,0,,pending,unknown,5.28
.odg,.odg,96193,22226,1970,2023,0,,pending,unknown,5.28
.wwu,.wwu,96131,36922,2011,2023,0,,pending,unknown,5.28
.fast5,.fast5,95883,30082,2015,2023,0,,pending,unknown,5.28
.geojsonl,.geojsonl,95507,95114,2012,2023,0,,pending,unknown,5.28
.sk,.sk,95038,31918,1998,2023,0,,pending,unknown,5.28
.dwt,.dwt,95017,9670,2000,2023,0,,pending,unknown,5.28
.uxf,.uxf,94683,21212,1970,2023,0,,pending,unknown,5.28
.p7s,.p7s,94676,52666,1970,2023,0,,pending,unknown,5.28
.fire,.fire,94651,21688,1970,2023,0,,pending,unknown,5.28
.sid,.sid,94320,48443,1996,2023,0,,pending,unknown,5.27
.dag,.dag,94307,26337,1970,2023,0,,pending,unknown,5.27
.day,.day,94262,5777,1997,2023,0,,pending,unknown,5.27
.gdbtable,.gdbtable,94083,32008,2011,2023,0,,pending,unknown,5.27
.obo,.obo,93855,33941,2003,2023,0,,pending,unknown,5.27
.sms,".SMS,.sms",93721,3144,1999,2022,0,,pending,unknown,5.27
.mlt,.mlt,93654,19065,1996,2023,0,,pending,unknown,5.27
.sbn,.sbn,93631,46525,2001,2023,0,,pending,unknown,5.27
.dust,.dust,93511,5558,2010,2023,0,,pending,unknown,5.27
.chn,.Chn,93437,13838,2010,2023,0,,pending,unknown,5.27
.ok,.ok,93424,23713,1970,2023,0,,pending,unknown,5.27
.mobi,.mobi,93399,30812,2008,2023,0,,pending,unknown,5.27
.turtle,.turtle,93326,28958,2005,2023,0,,pending,unknown,5.27
.schdocpreview,.SchDocPreview,93320,21735,1970,2023,0,,pending,unknown,5.27
.sqlproj,.sqlproj,93184,19768,2007,2023,0,,pending,unknown,5.27
.vcd,.vcd,92931,35229,1970,2023,0,,pending,unknown,5.27
.dbf,".dbf,.DBF",927640,357688,1970,2023,1,shapefile,pending,unknown,5.27
.31,.31,91874,45277,1979,2023,0,,pending,numeric-suffix,5.26
.dbml,.dbml,91687,11963,2000,2023,0,,pending,unknown,5.26
.lml,.lml,91563,71158,2003,2023,0,,pending,unknown,5.26
.01,.01,91364,18241,1987,2023,0,,pending,numeric-suffix,5.26
.wkt,.wkt,91261,79315,2003,2023,0,,pending,unknown,5.26
.oet,.oet,91245,51898,2011,2023,0,,pending,unknown,5.26
.mx,.mx,91219,23097,1992,2023,0,,pending,unknown,5.26
.iws,.iws,91168,3532,2002,2023,0,,pending,unknown,5.26
.pvtu,.pvtu,91123,3085,2010,2023,0,,pending,unknown,5.26
.int,.int,90720,21425,1987,2023,0,,pending,unknown,5.26
.chunk,.chunk,90719,44787,1970,2023,0,,pending,unknown,5.26
.mexw64,.mexw64,90574,26676,1970,2023,0,,pending,unknown,5.26
.symbolmap,.symbolMap,90506,3875,2010,2023,0,,pending,unknown,5.26
.qdimacs,.qdimacs,90404,29283,2009,2023,0,,pending,unknown,5.26
.ind,.ind,90249,15388,1991,2023,0,,pending,unknown,5.26
.mode1v3,.mode1v3,90222,565,1970,2023,0,,pending,unknown,5.26
.gtf,.gtf,90205,3906,2000,2023,0,,pending,unknown,5.26
.genmodel,.genmodel,90145,12203,2003,2023,0,,pending,unknown,5.25
.ammdb,.ammdb,90048,30859,1970,2023,0,,pending,unknown,5.25
.md5sums,.md5sums,90030,28204,2002,2023,0,,pending,unknown,5.25
.adl,.adl,89994,16942,1996,2023,0,,pending,unknown,5.25
.mgz,.mgz,89909,65683,2007,2023,0,,pending,unknown,5.25
.srd,.srd,89897,22728,2004,2023,0,,pending,unknown,5.25
.args,.args,89897,25110,1994,2023,0,,pending,unknown,5.25
.6b16cc7c201516d4387ad4ade636a673aa375a69,.6b16cc7c201516d4387ad4ade636a673aa375a69,89843,89843,2022,2022,0,,pending,sha-filename,5.25
.sdp,.sdp,89718,33945,1970,2023,0,,pending,unknown,5.25
.lz,.lz,89652,27641,1970,2023,0,,pending,binary:archive,5.25
.fastq,.fastq,89416,42578,1970,2023,0,,pending,unknown,5.25
.lnp,.lnp,89390,37332,2007,2023,0,,pending,unknown,5.25
.bsf,.bsf,89149,37244,1970,2023,0,,pending,unknown,5.25
.bench,.bench,89134,52518,1996,2023,0,,pending,unknown,5.25
.please,.please,89008,518,2002,2023,0,,pending,unknown,5.25
.tra,.tra,88876,30693,1998,2023,0,,pending,unknown,5.25
.tig,.tig,88695,50204,2002,2023,0,,pending,unknown,5.25
.prt,.prt,88526,30793,1998,2023,0,,pending,unknown,5.25
.mfcc,.mfcc,88516,22632,2008,2023,0,,pending,unknown,5.25
.ag,.ag,88447,4723,1997,2023,0,,pending,unknown,5.25
.aiff,.aiff,88435,12904,1970,2023,0,,pending,unknown,5.25
.stringtable,.stringtable,88417,11355,2015,2023,0,,pending,unknown,5.25
.if,.if,88356,6295,1986,2023,0,,pending,unknown,5.25
.pcf,.pcf,88326,23094,1970,2023,0,,pending,unknown,5.25
.vwf,.vwf,88262,48504,2004,2023,0,,pending,unknown,5.25
.cmo,.cmo,88249,19602,1997,2023,0,,pending,unknown,5.25
.mos,.mos,88182,25599,1994,2023,0,,pending,unknown,5.25
.cir,.cir,88037,40500,2000,2023,0,,pending,unknown,5.24
.mscx,.mscx,87830,44974,2009,2023,0,,pending,unknown,5.24
.final,.final,87604,47521,1990,2023,0,,pending,unknown,5.24
.tt2,.tt2,87552,17305,2000,2023,0,,pending,unknown,5.24
.con,.con,87495,27214,1994,2023,0,,pending,unknown,5.24
.deps,.deps,87428,35684,1970,2023,0,,pending,unknown,5.24
.pidb,.pidb,87235,553,2000,2022,0,,pending,unknown,5.24
.scene,.scene,87139,24067,2001,2023,0,,pending,unknown,5.24
.prod,.prod,87128,28155,1980,2023,0,,pending,unknown,5.24
.trn,.trn,87018,54592,1996,2023,0,,pending,unknown,5.24
.readme,".readme,.README",86901,35026,1970,2023,0,,pending,license/manifest,5.24
.decoded,.decoded,86859,331,2003,2023,0,,pending,unknown,5.24
.hal,.hal,86581,13642,1986,2023,0,,pending,unknown,5.24
.gofw,.GofW,86507,33953,2016,2022,0,,pending,unknown,5.24
.il,.il,86500,35702,1970,2023,0,,pending,unknown,5.24
.ios,.ios,86411,2662,2001,2023,0,,pending,unknown,5.24
.qtl,.qtl,86369,36890,2007,2023,0,,pending,unknown,5.24
.sas7bdat,.sas7bdat,86355,43050,2010,2023,0,,pending,unknown,5.24
.tikz,.tikz,86258,37339,2008,2023,0,,pending,unknown,5.24
.osw,.osw,86087,39049,2006,2023,0,,pending,unknown,5.23
.marc,.marc,85958,2586,2000,2023,0,,pending,unknown,5.23
.pqr,.pqr,85944,43173,2006,2023,0,,pending,unknown,5.23
.ase,.ase,85713,25969,2000,2023,0,,pending,unknown,5.23
.xise,.xise,85495,14268,1970,2023,0,,pending,unknown,5.23
.ctm,.ctm,85424,72817,2001,2023,0,,pending,unknown,5.23
.strm,.strm,85352,6122,2005,2023,0,,pending,unknown,5.23
.texttest,.texttest,85350,3290,2003,2023,0,,pending,unknown,5.23
.cdl,.cdl,85331,21989,1970,2023,0,,pending,unknown,5.23
.pfb,.pfb,84489,18854,1970,2023,0,,pending,unknown,5.23
.xt,.xt,84391,11180,1993,2023,0,,pending,unknown,5.23
.cproj,.cproj,84265,25130,2000,2023,0,,pending,unknown,5.23
.lc,.lc,84100,28622,1996,2023,0,,pending,unknown,5.22
.lux,.lux,84014,22174,2005,2023,0,,pending,unknown,5.22
.pcblib,.PcbLib,83859,31145,1970,2023,0,,pending,unknown,5.22
.adls,.adls,83843,408,2011,2023,0,,pending,unknown,5.22
.cmt,.cmt,83763,34927,1996,2023,0,,pending,unknown,5.22
.ddl,.ddl,83681,25126,1982,2023,0,,pending,unknown,5.22
.playable,.playable,83520,37993,2012,2023,0,,pending,unknown,5.22
.mdt,.mdt,83448,51526,2006,2023,0,,pending,unknown,5.22
.lbl,".LBL,.lbl",83273,46661,1993,2023,0,,pending,unknown,5.22
.ado,.ado,83210,30929,2000,2023,0,,pending,unknown,5.22
.scores,.scores,83164,51618,1996,2023,0,,pending,unknown,5.22
.values,.values,83152,29668,1998,2023,0,,pending,unknown,5.22
.fdx,.fdx,83150,16707,1996,2023,0,,pending,unknown,5.22
.mtx,.mtx,82957,33394,1994,2023,0,,pending,unknown,5.22
.idea,.idea,82860,450,1991,2023,0,,pending,unknown,5.22
.atx,.atx,82807,32485,1970,2023,0,,pending,unknown,5.22
.vmtile,.vmtile,82728,24586,2011,2023,0,,pending,unknown,5.22
.sbx,.sbx,82586,34403,2001,2023,0,,pending,unknown,5.22
.fzz,.fzz,82548,24572,1970,2023,0,,pending,unknown,5.22
.ydr,.ydr,82521,76788,2010,2023,0,,pending,unknown,5.22
.srec,.srec,82415,21794,2000,2023,0,,pending,unknown,5.22
.graffle,.graffle,82253,13881,1970,2023,0,,pending,unknown,5.22
.gjf,.gjf,82241,21048,2006,2023,0,,pending,unknown,5.22
.feats,".Feats,.feats",163780,5738,2017,2017,0,,pending,unknown,5.21
.gr2,".gr2,.GR2",82063,55977,2006,2023,0,,pending,unknown,5.21
.dix,.dix,81804,1645,2006,2023,0,,pending,unknown,5.21
.jj,.jj,81652,7818,1970,2023,0,,pending,unknown,5.21
.todo,".todo,.TODO",81475,10100,1970,2023,0,,pending,unknown,5.21
.psq,.psq,81403,46439,2004,2023,0,,pending,unknown,5.21
.vo,.vo,81390,25309,1997,2023,0,,pending,unknown,5.21
.abi,.abi,81011,43921,1986,2023,0,,pending,unknown,5.21
.ana,.ana,80980,17834,2000,2023,0,,pending,unknown,5.21
.ipr,.ipr,80923,6209,1999,2023,0,,pending,unknown,5.21
.codesnippet,.codesnippet,80895,16311,2011,2023,0,,pending,unknown,5.21
.source,.source,80592,22976,1969,2023,0,,pending,unknown,5.21
.mqh,.mqh,80568,21717,1970,2023,0,,pending,unknown,5.21
.8e73d15569f5a0577a8fa73f87817b476f68864f,.8e73d15569f5a0577a8fa73f87817b476f68864f,80511,80511,2022,2022,0,,pending,sha-filename,5.21
.oa,.oa,80375,35469,2000,2023,0,,pending,unknown,5.21
.v1,.v1,80359,46124,1970,2023,0,,pending,unknown,5.21
.edgelist,.edgelist,80335,45109,2005,2023,0,,pending,unknown,5.20
.ids,.ids,80204,6668,1970,2023,0,,pending,unknown,5.20
.csb,.csb,80115,24843,2000,2023,0,,pending,unknown,5.20
.uproject,.uproject,80036,32183,2014,2023,0,,pending,unknown,5.20
.schlib,.SchLib,79990,32520,1970,2023,0,,pending,unknown,5.20
.codekit,.codekit,79967,485,2014,2023,0,,pending,unknown,5.20
.delp,.delp,79901,5,2011,2021,0,,pending,unknown,5.20
.mas,.mas,79808,39742,1998,2023,0,,pending,unknown,5.20
.autosave,.autosave,79784,13940,2002,2023,0,,pending,unknown,5.20
.linux,".linux,.Linux",79678,12716,1970,2023,0,,pending,unknown,5.20
.oat,.oat,79664,63994,2010,2023,0,,pending,unknown,5.20
.product,.product,79651,15447,1997,2023,0,,pending,unknown,5.20
.mst,.mst,79387,15684,1997,2023,0,,pending,unknown,5.20
.mph,.mph,79341,1595,2003,2023,0,,pending,unknown,5.20
.base,.base,79212,20566,1970,2023,0,,pending,unknown,5.20
.kb,".KB,.kb",79204,1582,2003,2022,0,,pending,unknown,5.20
.csr,.csr,79169,34192,1970,2023,0,,pending,unknown,5.20
.sst,.sst,78962,22667,1998,2023,0,,pending,unknown,5.20
.ilproj,.ilproj,78674,12111,2007,2023,0,,pending,unknown,5.20
.touch,.touch,78503,55002,2007,2023,0,,pending,unknown,5.19
.entxml,.entxml,78378,53864,2021,2022,0,,pending,unknown,5.19
.score,.score,78254,23998,1996,2023,0,,pending,unknown,5.19
.female,.female,78078,3,2011,2020,0,,pending,unknown,5.19
.pkt,.pkt,77919,41371,1996,2023,0,,pending,unknown,5.19
.syn,.syn,77908,23647,1970,2023,0,,pending,unknown,5.19
.xrsl,.xrsl,77823,77472,2006,2022,0,,pending,unknown,5.19
.blocks,.blocks,77823,39378,1970,2023,0,,pending,unknown,5.19
.qss,.qss,77690,23436,1970,2023,0,,pending,unknown,5.19
.autopkg,.autopkg,77683,11227,2011,2023,0,,pending,unknown,5.19
.cha,.cha,77668,19184,1999,2023,0,,pending,unknown,5.19
.knime,.knime,77632,35162,2008,2023,0,,pending,unknown,5.19
.ruleset,.ruleset,77623,23981,1970,2023,0,,pending,unknown,5.19
.eap,".eap,.EAP",77548,8450,1997,2023,0,,pending,unknown,5.19
.embed,.embed,77507,76169,1998,2023,0,,pending,unknown,5.19
.skp,.skp,77440,18947,1970,2023,0,,pending,unknown,5.19
.fif,.fif,77267,70983,2003,2023,0,,pending,unknown,5.19
.de,.de,77259,18760,1992,2023,0,,pending,unknown,5.19
.bsh,.bsh,77212,10572,1970,2023,0,,pending,unknown,5.19
.b64,.b64,77104,37480,1995,2023,0,,pending,unknown,5.19
.a94d3cd2429d1c5e61eaf14d3f33ddac2d1d586a,.a94d3cd2429d1c5e61eaf14d3f33ddac2d1d586a,77039,77039,2022,2022,0,,pending,sha-filename,5.19
.dice,.dice,76966,374,1992,2023,0,,pending,unknown,5.19
.rng,.rng,76813,11358,2001,2023,0,,pending,unknown,5.19
.macro,.macro,76754,30474,1979,2023,0,,pending,unknown,5.19
.vehicle,.vehicle,76704,22921,2003,2023,0,,pending,unknown,5.18
.tfa,.tfa,76669,55284,2008,2023,0,,pending,unknown,5.18
.pex,.pex,76547,13076,2004,2023,0,,pending,unknown,5.18
.testlog,.testlog,76342,42047,2011,2023,0,,pending,unknown,5.18
.zo,.zo,76282,14155,2007,2023,0,,pending,unknown,5.18
.sks,.sks,76257,13605,2008,2023,0,,pending,unknown,5.18
.yoda,.yoda,76166,12934,2002,2023,0,,pending,unknown,5.18
.vti,.vti,76162,40179,1998,2023,0,,pending,unknown,5.18
.package,.package,75938,21710,1970,2023,0,,pending,unknown,5.18
.ibt,.ibt,75911,27837,2008,2023,0,,pending,unknown,5.18
.uuid,.uuid,75883,35474,2000,2023,0,,pending,unknown,5.18
.arp,.arp,75787,13859,1991,2023,0,,pending,unknown,5.18
.sof,.sof,75583,23572,1970,2023,0,,pending,unknown,5.18
.add,.add,75520,12077,1970,2023,0,,pending,unknown,5.18
.factories,.factories,75227,43873,2006,2023,0,,pending,unknown,5.18
.ani,.ani,75117,35996,1970,2023,0,,pending,unknown,5.18
.rc2,.rc2,75033,20264,1970,2023,0,,pending,unknown,5.18
.rdat,.RDat,74937,7437,2010,2022,0,,pending,unknown,5.17
.xsm,.xsm,74869,38715,1994,2023,0,,pending,unknown,5.17
.frcmod,.frcmod,74802,21055,2008,2023,0,,pending,unknown,5.17
.asasm,.asasm,74706,15350,2012,2023,0,,pending,unknown,5.17
.nmap,.nmap,74581,32863,2001,2023,0,,pending,unknown,5.17
.svc,.svc,74527,17274,2000,2023,0,,pending,unknown,5.17
.wdb,.wdb,74496,30397,1970,2023,0,,pending,unknown,5.17
.dpi,.dpi,74423,24103,1970,2023,0,,pending,unknown,5.17
.trx,.trx,74346,5329,2004,2023,0,,pending,unknown,5.17
.ci,.ci,74337,35232,1970,2023,0,,pending,unknown,5.17
.sbr,.sbr,74183,15226,1997,2023,0,,pending,unknown,5.17
.gc,.gc,74147,45452,1994,2023,0,,pending,unknown,5.17
.slangp,.slangp,74140,62622,2016,2023,0,,pending,unknown,5.17
.cake,.cake,73969,20521,2010,2023,0,,pending,unknown,5.17
.qpg,.qpg,73953,29827,1970,2023,0,,pending,unknown,5.17
.cer,.cer,73894,21375,1970,2023,0,,pending,unknown,5.17
.des,".des,.DES",73704,22205,1970,2023,0,,pending,unknown,5.17
.physicmaterial,.physicMaterial,73699,31533,2008,2023,0,,pending,unknown,5.17
.radio,.radio,73682,12119,1970,2023,0,,pending,unknown,5.17
.emf,.emf,73678,26928,2000,2023,0,,pending,unknown,5.17
.anm,.anm,73569,43735,2000,2023,0,,pending,unknown,5.17
.mel,.mel,73557,14157,1970,2023,0,,pending,unknown,5.17
.90,.90,73451,13399,1990,2023,0,,pending,numeric-suffix,5.17
.wandb,.wandb,73433,42311,2020,2023,0,,pending,unknown,5.17
.bcsymbolmap,.bcsymbolmap,73402,23730,2015,2023,0,,pending,unknown,5.17
.lps,.lps,73280,13286,1998,2023,0,,pending,unknown,5.16
.xhp,.xhp,73216,16586,2003,2023,0,,pending,unknown,5.16
.pin,.pin,73155,26642,1970,2023,0,,pending,unknown,5.16
.debian,".Debian,.debian",72958,9762,1969,2023,0,,pending,unknown,5.16
.milk,.milk,72749,61704,2007,2023,0,,pending,unknown,5.16
.simc,.simc,72376,14947,2009,2023,0,,pending,unknown,5.16
.interp,.interp,72352,29904,1999,2023,0,,pending,unknown,5.16
.qbk,.qbk,72169,6603,1970,2023,0,,pending,unknown,5.16
.wad,.wad,72122,27734,1999,2023,0,,pending,unknown,5.16
.pv,.pv,72065,34885,2003,2023,0,,pending,unknown,5.16
.event,.event,72040,25437,1997,2023,0,,pending,unknown,5.16
.cht,.cht,71896,31030,2002,2023,0,,pending,unknown,5.16
.defaults,.defaults,71644,20651,1970,2023,0,,pending,unknown,5.16
.gbk,.gbk,71546,49476,2000,2023,0,,pending,unknown,5.15
.bakert,.bakert,71469,13421,2015,2023,0,,pending,unknown,5.15
.gpr,.gpr,71411,18901,1970,2023,0,,pending,unknown,5.15
.rasi,.rasi,71338,42854,2012,2023,0,,pending,unknown,5.15
.cdr,.cdr,71320,25389,1970,2023,0,,pending,unknown,5.15
.shot,.shot,71306,46186,2009,2023,0,,pending,unknown,5.15
.hif,.hif,71086,23958,1970,2023,0,,pending,unknown,5.15
.tx,.tx,70926,24438,1980,2023,0,,pending,unknown,5.15
.mixer,.mixer,70861,32228,2009,2023,0,,pending,unknown,5.15
.mgcb,.mgcb,70688,12286,2013,2023,0,,pending,unknown,5.15
.rlx,.rlx,70627,31841,2001,2023,0,,pending,unknown,5.15
.flsnp,.flsnp,70611,18300,2010,2023,0,,pending,unknown,5.15
.33,.33,70552,36081,1994,2023,0,,pending,numeric-suffix,5.15
.jp2,.jp2,70529,32911,2002,2023,0,,pending,unknown,5.15
.cup,.cup,70514,8397,1970,2023,0,,pending,unknown,5.15
.hddl,.hddl,70499,19942,2018,2023,0,,pending,unknown,5.15
.flam3,.flam3,70313,44494,2005,2023,0,,pending,unknown,5.15
.undo,.undo,70284,11086,2000,2023,0,,pending,unknown,5.15
.lip,.lip,70245,12248,2006,2023,0,,pending,unknown,5.15
.catnls,.CATNls,70241,66446,2011,2023,0,,pending,unknown,5.15
.workflow,.workflow,70047,18873,1970,2023,0,,pending,unknown,5.15
.keystore,.keystore,69887,26623,1970,2023,0,,pending,unknown,5.14
.qws,.qws,69853,22457,1970,2023,0,,pending,unknown,5.14
.f0,.f0,69770,16736,1991,2023,0,,pending,unknown,5.14
.mseed,.mseed,69766,43953,2005,2023,0,,pending,unknown,5.14
.quality,.quality,69676,293,2011,2023,0,,pending,unknown,5.14
.dashboard,.dashboard,69634,32218,2008,2023,0,,pending,unknown,5.14
.mcc,.mcc,69609,599,2003,2023,0,,pending,unknown,5.14
.tagged,.tagged,69559,1422,2001,2023,0,,pending,unknown,5.14
.trc,.trc,69446,20982,1999,2023,0,,pending,unknown,5.14
.gnmap,.gnmap,69435,29731,2012,2023,0,,pending,unknown,5.14
.jsonlz4,.jsonlz4,69423,28033,1970,2023,0,,pending,unknown,5.14
.vimrc,.vimrc,69381,9655,1998,2023,0,,pending,unknown,5.14
.fnm,.fnm,69363,16133,2002,2023,0,,pending,unknown,5.14
.ytd,.ytd,69351,55400,2012,2023,0,,pending,unknown,5.14
.codekit3,.codekit3,69258,8212,2015,2023,0,,pending,unknown,5.14
.bim,.bim,69247,24637,1996,2023,0,,pending,unknown,5.14
.note,.note,69154,2959,1993,2023,0,,pending,unknown,5.14
.ups,.ups,69135,20531,1998,2023,0,,pending,unknown,5.14
.zz,.zz,69079,1519,1999,2023,0,,pending,unknown,5.14
.thumbnail,.thumbnail,69017,19540,2007,2023,0,,pending,unknown,5.14
.gcov,.gcov,69015,22002,2000,2023,0,,pending,unknown,5.14
.meta4,.meta4,69006,37655,2010,2023,0,,pending,unknown,5.14
.entropy,.entropy,69003,544,2004,2023,0,,pending,unknown,5.14
.dictionary,.dictionary,68946,36941,2005,2023,0,,pending,unknown,5.14
.xpt,.xpt,68851,3857,1970,2023,0,,pending,unknown,5.14
.utp,".utp,.UTP",68775,40247,2004,2023,0,,pending,unknown,5.14
.ccb,.ccb,68631,987,2000,2023,0,,pending,unknown,5.14
.qbl,.qbl,68619,65650,2014,2023,0,,pending,unknown,5.14
.pbo,.pbo,68403,11427,2000,2023,0,,pending,unknown,5.14
.heic,".HEIC,.heic",68338,47886,2015,2023,0,,pending,binary:image,5.13
.ncs,".ncs,.NCS",68279,15483,2008,2023,0,,pending,unknown,5.13
.mtf,.mtf,68249,37407,2002,2023,0,,pending,unknown,5.13
.dtb,.dtb,68248,39612,1970,2023,0,,pending,unknown,5.13
.modules,.modules,68238,14106,1970,2023,0,,pending,unknown,5.13
.localstorage,.localstorage,68160,4141,1970,2023,0,,pending,unknown,5.13
.bpmn2,.bpmn2,68147,3112,2010,2023,0,,pending,unknown,5.13
.storyshot,.storyshot,68127,40696,2017,2023,0,,pending,unknown,5.13
.simple,.simple,68111,2730,1970,2023,0,,pending,unknown,5.13
.s2,.s2,68085,7234,2001,2023,0,,pending,unknown,5.13
.fld,.fld,68085,41372,1997,2023,0,,pending,unknown,5.13
.jazz,.jazz,67988,4136,2002,2023,0,,pending,unknown,5.13
.pbix,.pbix,67945,41760,2013,2023,0,,pending,unknown,5.13
.blacklist,.blacklist,67856,901,2002,2023,0,,pending,unknown,5.13
.ilpdb,.ilpdb,67718,20133,2015,2023,0,,pending,unknown,5.13
.35,.35,67631,31793,1994,2023,0,,pending,numeric-suffix,5.13
.tag,.tag,675245,82591,1970,2023,1,Tag,pending,unknown,5.13
.lot,.lot,67309,4343,1991,2023,0,,pending,unknown,5.13
.mnc,.mnc,67289,61227,1997,2023,0,,pending,unknown,5.13
.bvh,.bvh,67266,25624,2003,2023,0,,pending,unknown,5.13
.workspace,.workspace,67102,25078,2002,2023,0,,pending,unknown,5.13
.commit,.commit,67050,9043,1970,2023,0,,pending,unknown,5.13
.hm,.hm,67001,32370,1999,2023,0,,pending,unknown,5.13
.ab,.ab,66994,36131,1996,2023,0,,pending,unknown,5.13
.sy,.sy,66989,7390,2000,2023,0,,pending,unknown,5.13
.u01,.u01,66911,129,2013,2023,0,,pending,unknown,5.13
.lexc,.lexc,66794,3501,2009,2023,0,,pending,unknown,5.12
.float,.float,66783,65785,2001,2023,0,,pending,unknown,5.12
.qpf,.qpf,66768,30346,1970,2023,0,,pending,unknown,5.12
.njsproj,.njsproj,66727,8978,2013,2023,0,,pending,unknown,5.12
.opts,.opts,66535,10956,1970,2023,0,,pending,unknown,5.12
