ext_canonical,ext_raw,total_occ,recent_occ,first_year,last_year,n_current_claimants,current_claimants,review_status,suggested_label,priority_score
.hkd,.HKD,27254,8,2017,2023,0,,pending,unknown,4.74
.pmd,.pmd,27222,11331,2000,2023,0,,pending,unknown,4.73
.aql,.aql,27219,928,2000,2023,0,,pending,unknown,4.73
.stanza,.stanza,27196,8117,2006,2023,0,,pending,unknown,4.73
.tgt,.tgt,27171,3742,1996,2023,0,,pending,unknown,4.73
.jsgz,.jsgz,27168,842,2008,2023,0,,pending,unknown,4.73
.sc2bank,.SC2Bank,27142,16691,2012,2022,0,,pending,unknown,4.73
.ih,.ih,27137,4204,1992,2023,0,,pending,unknown,4.73
.ypp,.ypp,27079,3189,1999,2023,0,,pending,unknown,4.73
.chkpt,.chkpt,27065,24315,2004,2023,0,,pending,unknown,4.73
.sre,.sre,27032,26773,2003,2023,0,,pending,unknown,4.73
.gph,.gph,27030,16785,2003,2023,0,,pending,unknown,4.73
.vts,.vts,27026,10954,1998,2023,0,,pending,unknown,4.73
.unix,.unix,27017,3580,1970,2023,0,,pending,unknown,4.73
.97,.97,27016,6996,1992,2023,0,,pending,numeric-suffix,4.73
.sht,.sht,27004,3153,2003,2023,0,,pending,unknown,4.73
.gly,.gly,26990,25910,2002,2023,0,,pending,unknown,4.73
.mad,.mad,26989,5653,1998,2023,0,,pending,unknown,4.73
.mb3d,.mb3d,53843,0,2018,2018,0,,pending,unknown,4.73
.external,.external,26971,15012,1987,2023,0,,pending,unknown,4.73
.gp3,.gp3,26953,1104,2005,2023,0,,pending,unknown,4.73
.catproduct,.CATProduct,26926,6557,2008,2023,0,,pending,unknown,4.73
.t4,.t4,26904,6788,1992,2023,0,,pending,unknown,4.73
.privkey,.privkey,26896,2166,2009,2023,0,,pending,unknown,4.73
.coe,.coe,26891,10514,1970,2023,0,,pending,unknown,4.73
.grammar,.grammar,26884,5288,1970,2023,0,,pending,unknown,4.73
.jenkins,.jenkins,26862,6388,2011,2023,0,,pending,unknown,4.73
.xcplayground,.xcplayground,26833,5931,2013,2023,0,,pending,unknown,4.73
.scl,.scl,26776,6418,1998,2023,0,,pending,unknown,4.73
.lazy,.lazy,26726,468,2005,2023,0,,pending,unknown,4.73
.sti,.sti,26699,10878,1970,2023,0,,pending,unknown,4.73
.ngm,.ngm,26683,6273,1970,2023,0,,pending,unknown,4.73
.aliases,.aliases,26676,4891,1987,2023,0,,pending,unknown,4.73
.08,.08,26651,4479,1992,2023,0,,pending,numeric-suffix,4.73
.as3proj,.as3proj,26628,1156,2007,2023,0,,pending,unknown,4.73
.fz,.fz,26628,9830,1997,2023,0,,pending,unknown,4.73
.clif,.clif,26622,13225,2008,2023,0,,pending,unknown,4.73
.85,.85,26617,8792,1996,2023,0,,pending,numeric-suffix,4.73
.mpack,.mpack,26599,6330,2010,2023,0,,pending,unknown,4.72
.105,.105,26597,16945,1970,2023,0,,pending,numeric-suffix,4.72
.ttp,.ttp,26589,20820,1998,2023,0,,pending,unknown,4.72
.redoc,.redoc,26566,15788,2016,2023,0,,pending,unknown,4.72
.w2ent,.w2ent,26544,25003,2015,2023,0,,pending,unknown,4.72
.tfidf,.tfidf,26540,14398,2012,2022,0,,pending,unknown,4.72
.jaxx,.jaxx,26537,6308,2006,2023,0,,pending,unknown,4.72
.msyt,.msyt,26528,20760,2019,2022,0,,pending,unknown,4.72
.ab1,.ab1,26528,11704,2000,2023,0,,pending,unknown,4.72
.sz,".SZ,.sz",26498,13392,2014,2022,0,,pending,unknown,4.72
.bindat,.BINDAT,26432,17875,2013,2021,0,,pending,unknown,4.72
.batch,.batch,26415,5239,1997,2023,0,,pending,unknown,4.72
.brotli,.brotli,26414,4005,2016,2023,0,,pending,unknown,4.72
.bdb,.bdb,26393,8481,2000,2023,0,,pending,unknown,4.72
.xes,.xes,26370,16810,2005,2023,0,,pending,unknown,4.72
.tii,.tii,26346,3891,2002,2023,0,,pending,unknown,4.72
.mess,.mess,26323,599,2000,2023,0,,pending,unknown,4.72
.string,.string,26316,4518,1997,2023,0,,pending,unknown,4.72
.a3m,.a3m,26299,15405,2009,2023,0,,pending,unknown,4.72
.psydat,.psydat,26257,13533,2010,2023,0,,pending,unknown,4.72
.lyr,.lyr,26224,3904,1998,2023,0,,pending,unknown,4.72
.vpl,.vpl,26217,5321,1992,2023,0,,pending,unknown,4.72
.spvasm,.spvasm,26216,20663,2008,2023,0,,pending,unknown,4.72
.cand,.cand,26202,1147,2009,2023,0,,pending,unknown,4.72
.twr,.twr,26202,5688,1970,2023,0,,pending,unknown,4.72
.fetch,.fetch,26195,9728,1999,2023,0,,pending,unknown,4.72
.fstab,.fstab,26192,6135,1970,2023,0,,pending,unknown,4.72
.tbi,.tbi,26167,11761,1997,2023,0,,pending,unknown,4.72
.library,.library,26160,11691,1983,2023,0,,pending,unknown,4.72
.hda,.hda,26151,14299,2004,2023,0,,pending,unknown,4.72
.states,.states,26121,21678,2004,2023,0,,pending,unknown,4.72
.nedo,.nedo,26121,26121,2020,2022,0,,pending,unknown,4.72
.54,.54,26080,9267,1996,2023,0,,pending,numeric-suffix,4.72
.slide,.slide,26064,3489,2004,2023,0,,pending,unknown,4.72
.quorum,.quorum,26056,3863,2007,2023,0,,pending,unknown,4.72
.nes,.nes,26002,10159,1970,2023,0,,pending,unknown,4.72
.layer,.layer,25999,14667,1991,2023,0,,pending,unknown,4.71
.sodeps,.sodeps,25993,25579,2022,2022,0,,pending,unknown,4.71
.ddt,.ddt,25971,6788,1997,2023,0,,pending,unknown,4.71
.depends,.depends,25967,5753,1997,2023,0,,pending,unknown,4.71
.rttm,.rttm,25960,20522,2011,2023,0,,pending,unknown,4.71
.spdata,.spdata,25949,3362,2009,2023,0,,pending,unknown,4.71
.o1,.o1,25946,8924,1999,2023,0,,pending,unknown,4.71
.chroot,.chroot,25934,5288,1996,2023,0,,pending,unknown,4.71
.ihtml,.ihtml,25922,3006,1970,2023,0,,pending,unknown,4.71
.timeml,.timeml,25918,10589,2016,2022,0,,pending,unknown,4.71
.zim,.zim,25915,22801,2008,2023,0,,pending,unknown,4.71
.mhd,.mhd,25912,6319,2002,2023,0,,pending,unknown,4.71
.inx,.inx,25907,11405,2000,2023,0,,pending,unknown,4.71
.pmid,.pmid,25872,1064,2009,2021,0,,pending,unknown,4.71
.effect,.effect,25872,14956,2008,2023,0,,pending,unknown,4.71
.dt0,.dt0,25844,24319,2001,2022,0,,pending,unknown,4.71
.sqlpp,.sqlpp,25843,7519,2006,2023,0,,pending,unknown,4.71
.cow,.cow,25834,11633,1999,2023,0,,pending,unknown,4.71
.spm,.spm,25819,3080,2006,2023,0,,pending,unknown,4.71
.unroutes,.unroutes,25785,5956,1970,2023,0,,pending,unknown,4.71
.3dm,.3dm,25782,12209,2001,2023,0,,pending,unknown,4.71
.track,.track,25735,15835,1998,2023,0,,pending,unknown,4.71
.windows,.windows,25725,5557,1970,2023,0,,pending,unknown,4.71
.brf,.brf,25711,3303,1994,2023,0,,pending,unknown,4.71
.bsc,.bsc,25709,5802,2002,2023,0,,pending,unknown,4.71
.edt,".EDT,.edt",25704,9053,2003,2023,0,,pending,unknown,4.71
.rpres,.Rpres,25691,3225,2011,2023,0,,pending,unknown,4.71
.jm,.jm,25665,4550,2000,2023,0,,pending,unknown,4.71
.hkx,.hkx,25661,13935,2009,2023,0,,pending,unknown,4.71
.ys,.ys,25649,10566,2000,2023,0,,pending,unknown,4.71
.journal,.journal,25633,2927,2000,2023,0,,pending,unknown,4.71
.07,.07,25622,6396,1991,2023,0,,pending,numeric-suffix,4.71
.xcpp,.xcpp,25607,15675,2008,2023,0,,pending,unknown,4.71
.tpr,.tpr,25606,9403,2000,2023,0,,pending,unknown,4.71
.tck,.tck,25593,25078,2002,2023,0,,pending,unknown,4.71
.sib,.sib,25593,3353,2003,2023,0,,pending,unknown,4.71
.piskel,.piskel,25542,14701,2014,2023,0,,pending,unknown,4.71
.xjb,.xjb,25541,7394,2003,2023,0,,pending,unknown,4.71
.oax,.oax,25534,25438,2008,2022,0,,pending,unknown,4.71
.topicsforobjects,.topicsForObjects,25522,15931,2017,2023,0,,pending,unknown,4.71
.counts,.counts,25522,21209,2007,2023,0,,pending,unknown,4.71
.ufm,.ufm,25518,20300,2005,2023,0,,pending,unknown,4.71
.odf,.odf,25516,13371,2003,2023,0,,pending,unknown,4.71
.ips,.ips,25484,15539,1970,2023,0,,pending,unknown,4.71
.mpy,.mpy,25460,17743,2004,2023,0,,pending,unknown,4.71
.gofww,.GofWw,25451,13129,2018,2022,0,,pending,unknown,4.71
.directory,.directory,25423,3168,1998,2023,0,,pending,unknown,4.71
.tot,.tot,25420,12115,2004,2023,0,,pending,unknown,4.71
.coll,.coll,25417,346,1998,2023,0,,pending,unknown,4.71
.basis,.basis,25402,23591,1993,2023,0,,pending,unknown,4.70
.ls3,.ls3,25399,20221,2014,2023,0,,pending,unknown,4.70
.sopcinfo,.sopcinfo,25379,6843,1970,2023,0,,pending,unknown,4.70
.ive,.ive,25373,100,2006,2023,0,,pending,unknown,4.70
.hpcrun,.hpcrun,25367,1356,2016,2023,0,,pending,unknown,4.70
.fusion,.fusion,25366,8405,2003,2023,0,,pending,unknown,4.70
.coff,.coff,25341,16087,1994,2023,0,,pending,unknown,4.70
.flexipage,.flexipage,25335,14895,2014,2023,0,,pending,unknown,4.70
.pk7,.pk7,25335,1433,2010,2023,0,,pending,unknown,4.70
.cjson,.cjson,25320,23689,2009,2023,0,,pending,unknown,4.70
.yuv,.yuv,25309,13088,1970,2023,0,,pending,unknown,4.70
.hcp,.hcp,25305,6094,2008,2023,0,,pending,unknown,4.70
.bcc,.bcc,25304,1249,1970,2023,0,,pending,unknown,4.70
.vspx,.vspx,25259,5312,2006,2023,0,,pending,unknown,4.70
.adj,.adj,25219,1342,1992,2023,0,,pending,unknown,4.70
.twx,.twx,25203,5373,1970,2023,0,,pending,unknown,4.70
.msf,.msf,25197,8593,1997,2023,0,,pending,unknown,4.70
.provn,.provn,25180,15558,2012,2023,0,,pending,unknown,4.70
.rbf,.rbf,25144,12430,1970,2023,0,,pending,unknown,4.70
.df,.df,25132,6724,1998,2023,0,,pending,unknown,4.70
.rgs,.rgs,25124,7079,1970,2023,0,,pending,unknown,4.70
.bpel,.bpel,25120,1954,2004,2023,0,,pending,unknown,4.70
.mlxtran,.mlxtran,25119,24628,2013,2023,0,,pending,unknown,4.70
.61,.61,25115,8724,1992,2023,0,,pending,numeric-suffix,4.70
.air,.air,25107,4865,2000,2023,0,,pending,unknown,4.70
.paml,.paml,25107,21802,2007,2023,0,,pending,unknown,4.70
.jsff,.jsff,25099,3821,2010,2022,0,,pending,unknown,4.70
.nef,".NEF,.nef",25095,6998,2009,2023,0,,pending,unknown,4.70
.i386,.i386,25079,2266,1970,2023,0,,pending,unknown,4.70
.dn,".dn,.dN",25062,2970,2000,2023,0,,pending,unknown,4.70
.atl,.atl,25051,8260,2006,2023,0,,pending,unknown,4.70
.fos,.fos,25043,5966,2007,2023,0,,pending,unknown,4.70
.simba,.simba,25021,4084,2010,2023,0,,pending,unknown,4.70
.guiskin,.guiskin,25020,3177,2008,2023,0,,pending,unknown,4.70
.horiz,.horiz,25004,217,2006,2023,0,,pending,unknown,4.70
.px,.px,24989,5919,1998,2023,0,,pending,unknown,4.70
.osgb,.osgb,24972,20599,2010,2022,0,,pending,unknown,4.70
.moc,.moc,24968,6157,1970,2023,0,,pending,unknown,4.70
.backup1,.backup1,24962,7457,2004,2023,0,,pending,unknown,4.70
.tdl,.tdl,24953,2439,2002,2023,0,,pending,unknown,4.70
.myapp,.myapp,24951,6193,2000,2023,0,,pending,unknown,4.70
.r20,.R20,24947,7100,2012,2023,0,,pending,unknown,4.70
.xconf,.xconf,24909,6390,2000,2023,0,,pending,unknown,4.70
.tabular,.tabular,24904,20412,2001,2023,0,,pending,unknown,4.70
.grn,.grn,24883,165,1987,2023,0,,pending,unknown,4.70
.da,.da,24878,2986,1998,2023,0,,pending,unknown,4.70
.avs,.avs,24877,3048,1998,2023,0,,pending,unknown,4.70
.efx,.efx,24869,5876,2007,2023,0,,pending,unknown,4.70
.eaf,.eaf,24868,16900,2000,2023,0,,pending,unknown,4.70
.slater,.slater,24843,17508,2015,2022,0,,pending,unknown,4.70
.exnode,.exnode,24840,423,2009,2023,0,,pending,unknown,4.70
.tour,.tour,24828,17311,2003,2023,0,,pending,unknown,4.69
.ss3,.ss3,24820,91,2009,2023,0,,pending,unknown,4.69
.f3d,.f3d,24816,17174,1970,2023,0,,pending,unknown,4.69
.bl,.bl,24782,9718,1998,2023,0,,pending,unknown,4.69
.58,.58,24774,9791,1996,2023,0,,pending,numeric-suffix,4.69
.ss8,.ss8,24773,199,2014,2022,0,,pending,unknown,4.69
.mae,.mae,24739,13014,2008,2023,0,,pending,unknown,4.69
.91,.91,24732,7254,1991,2023,0,,pending,numeric-suffix,4.69
.egl,.egl,24708,2955,2008,2023,0,,pending,unknown,4.69
.uk,.uk,24707,6530,1991,2023,0,,pending,unknown,4.69
.itely,.itely,24697,4120,1999,2023,0,,pending,unknown,4.69
.cx,.cx,24693,5045,1996,2023,0,,pending,unknown,4.69
.xbb,.xbb,24676,7310,2011,2023,0,,pending,unknown,4.69
.gfs,.gfs,24666,4074,1970,2023,0,,pending,unknown,4.69
.pamphlet,.pamphlet,24636,159,2004,2023,0,,pending,unknown,4.69
.cube,.cube,24634,14302,1996,2023,0,,pending,unknown,4.69
.lf0,.lf0,24601,16518,2013,2021,0,,pending,unknown,4.69
.pgz,.pgz,24598,2277,2011,2023,0,,pending,unknown,4.69
.dk,.dk,24581,4581,1989,2023,0,,pending,unknown,4.69
.pu,.pu,24575,9709,2000,2023,0,,pending,unknown,4.69
.ret,.ret,24574,974,2003,2023,0,,pending,unknown,4.69
.pnts,.pnts,24571,21172,2008,2023,0,,pending,unknown,4.69
.mcl,.mcl,24562,3937,2001,2023,0,,pending,unknown,4.69
.episode,.episode,24555,2472,2008,2023,0,,pending,unknown,4.69
.daml,.daml,24543,14553,2000,2023,0,,pending,unknown,4.69
.qmt,.qmt,24525,7995,2002,2023,0,,pending,unknown,4.69
.descarga,.descarga,24506,15910,2010,2023,0,,pending,unknown,4.69
.slxc,.slxc,24500,15540,2017,2023,0,,pending,unknown,4.69
.uu,.uu,24499,2717,1970,2023,0,,pending,unknown,4.69
.92,.92,24497,7241,1993,2023,0,,pending,numeric-suffix,4.69
.winmd,.winmd,24481,6887,2011,2023,0,,pending,unknown,4.69
.ucs,.ucs,24481,21154,2000,2023,0,,pending,unknown,4.69
.tera,.tera,24475,8161,2014,2023,0,,pending,unknown,4.69
.imageinfo,.imageinfo,24462,7498,2013,2023,0,,pending,unknown,4.69
.match,.match,24443,4530,1991,2023,0,,pending,unknown,4.69
.esnext,.esnext,24432,22216,2016,2023,0,,pending,unknown,4.69
.tk,.tk,24403,3295,1994,2023,0,,pending,unknown,4.69
.o3d,.o3d,24393,7097,2006,2022,0,,pending,unknown,4.69
.mcw,.mcw,24374,2858,2004,2023,0,,pending,unknown,4.69
.dp,.dp,24338,1927,2000,2023,0,,pending,unknown,4.69
.transcription,.transcription,24328,16607,2010,2021,0,,pending,unknown,4.69
.timer,.timer,24313,11606,2006,2023,0,,pending,unknown,4.69
.deca,.deca,24304,12492,2010,2022,0,,pending,unknown,4.69
.apf,.apf,24283,19908,1998,2023,0,,pending,unknown,4.69
.md3,.md3,24278,5659,2002,2023,0,,pending,unknown,4.69
.xcr,.xcr,24232,5716,2006,2023,0,,pending,unknown,4.68
.xmltv,.xmltv,24172,802,2007,2023,0,,pending,unknown,4.68
.200000,.200000,24161,23213,2009,2023,0,,pending,numeric-suffix,4.68
.scb,.scb,24153,7974,2008,2023,0,,pending,unknown,4.68
.jjt,.jjt,24105,2311,1999,2023,0,,pending,unknown,4.68
.bro,.bro,24071,1868,1998,2023,0,,pending,unknown,4.68
.tcvis,.tcVis,24054,10028,2011,2023,0,,pending,unknown,4.68
.tvd,.tvd,24047,2293,2005,2023,0,,pending,unknown,4.68
.qgs,.qgs,24036,4270,2009,2023,0,,pending,unknown,4.68
.crd,.crd,24012,4194,1998,2023,0,,pending,unknown,4.68
.griddata16,.griddata16,24004,24004,2022,2023,0,,pending,unknown,4.68
.otl,.otl,23974,6753,1989,2023,0,,pending,unknown,4.68
.value,.value,23962,9043,2005,2023,0,,pending,unknown,4.68
.trm,.trm,23948,2502,1989,2023,0,,pending,unknown,4.68
.submit,.submit,23925,8994,1993,2023,0,,pending,unknown,4.68
.cleaned,.cleaned,23911,13223,2006,2023,0,,pending,unknown,4.68
.clip,.clip,23882,14877,2001,2023,0,,pending,unknown,4.68
.start,.start,23878,5802,1994,2023,0,,pending,unknown,4.68
.lxc,.lxc,23876,51,2002,2023,0,,pending,unknown,4.68
.stf,.stf,23875,4126,1998,2023,0,,pending,unknown,4.68
.tri,.tri,23850,14251,1996,2023,0,,pending,unknown,4.68
.cupt,.cupt,23823,21878,2018,2023,0,,pending,unknown,4.68
.tmproj,.tmproj,23818,87,2005,2023,0,,pending,unknown,4.68
.acss,.acss,23797,15592,2012,2023,0,,pending,unknown,4.68
.coords,.coords,23789,16023,1998,2023,0,,pending,unknown,4.68
.tvx,.tvx,23776,2242,2009,2023,0,,pending,unknown,4.68
.hdbprocedure,.hdbprocedure,23753,9963,2013,2023,0,,pending,unknown,4.68
.fi,.fi,23734,2771,1992,2023,0,,pending,unknown,4.68
.pageflow,.pageflow,23680,3881,2006,2023,0,,pending,unknown,4.67
.events,.events,23679,5403,1970,2023,0,,pending,unknown,4.67
.mti,.mti,23665,7873,2003,2023,0,,pending,unknown,4.67
.win32,.win32,23658,1766,1970,2023,0,,pending,unknown,4.67
.grp,.grp,23658,5934,1997,2023,0,,pending,unknown,4.67
.svm,.svm,23599,3239,2003,2023,0,,pending,unknown,4.67
.rights,.rights,23593,17134,2003,2023,0,,pending,unknown,4.67
.bgn,.bgn,23593,5682,1970,2023,0,,pending,unknown,4.67
.perspectivev3,.perspectivev3,23592,1750,1970,2023,0,,pending,unknown,4.67
.tpa,.tpa,23584,8734,2007,2023,0,,pending,unknown,4.67
.verse,.verse,23583,14,1996,2023,0,,pending,unknown,4.67
.adept,.adept,23568,471,2013,2022,0,,pending,unknown,4.67
.xw,.xw,23533,9539,2006,2023,0,,pending,unknown,4.67
.parm,.parm,23518,6561,2002,2023,0,,pending,unknown,4.67
.pdl,.pdl,23512,7755,1996,2023,0,,pending,unknown,4.67
.abstract,.abstract,23503,21743,1998,2023,0,,pending,unknown,4.67
.cnt,.cnt,23501,9429,1994,2023,0,,pending,unknown,4.67
.tbz2,.tbz2,23485,7031,2002,2023,0,,pending,binary:archive,4.67
.mul,.mul,23466,807,1970,2023,0,,pending,unknown,4.67
.schelp,.schelp,23465,4182,2010,2023,0,,pending,unknown,4.67
.gpj,.gpj,23461,20135,2003,2023,0,,pending,unknown,4.67
.mcs,.mcs,23440,5319,1970,2023,0,,pending,unknown,4.67
.pbxsymbols,.pbxsymbols,23436,192,2001,2023,0,,pending,unknown,4.67
.ewt,.ewt,23427,8819,2012,2023,0,,pending,unknown,4.67
.fingerprint,.fingerprint,23393,10729,2010,2023,0,,pending,unknown,4.67
.locale,.locale,23372,7448,1970,2023,0,,pending,unknown,4.67
.area,.area,23365,10037,1970,2023,0,,pending,unknown,4.67
.particle,.particle,23342,4502,2002,2023,0,,pending,unknown,4.67
.neo,.neo,23339,6751,1998,2023,0,,pending,unknown,4.67
.xcexplist,.xcexplist,23330,3862,2011,2023,0,,pending,unknown,4.67
.bes,.bes,23321,16557,2012,2023,0,,pending,unknown,4.67
.trashinfo,.trashinfo,23302,7749,2005,2023,0,,pending,unknown,4.67
.acts,.acts,23285,20131,1992,2022,0,,pending,unknown,4.67
.xba,.xba,23261,2906,1996,2023,0,,pending,unknown,4.67
.lub,.lub,23225,8540,2008,2023,0,,pending,unknown,4.67
.82,.82,23215,7225,1996,2023,0,,pending,numeric-suffix,4.67
.sseq,.sseq,23208,23,2016,2023,0,,pending,unknown,4.67
.mha,.mha,23206,10395,2003,2023,0,,pending,unknown,4.67
.jpf,.jpf,23205,8717,2002,2023,0,,pending,unknown,4.67
.objs,.objs,23194,2995,1998,2023,0,,pending,unknown,4.67
.slice,.slice,23188,1643,2006,2023,0,,pending,unknown,4.67
.se,.se,23184,2168,1992,2023,0,,pending,unknown,4.67
.ydk,.ydk,23175,7187,2008,2023,0,,pending,unknown,4.67
.spritefont,.spritefont,23168,5934,2007,2023,0,,pending,unknown,4.66
.im,.im,23152,1215,1996,2023,0,,pending,unknown,4.66
.indexcache,.indexcache,46143,8,2006,2019,0,,pending,unknown,4.66
.caffemodel,.caffemodel,23085,3583,1970,2023,0,,pending,unknown,4.66
.aadl,.aadl,23059,5225,2007,2023,0,,pending,unknown,4.66
.sel,.sel,23023,2862,1994,2023,0,,pending,unknown,4.66
.probe,.probe,23020,9666,1986,2023,0,,pending,unknown,4.66
.evol,.evol,22998,45,2010,2023,0,,pending,unknown,4.66
.pyl,.pyl,22931,12838,1970,2023,0,,pending,unknown,4.66
.wig,.wig,22928,19249,2003,2023,0,,pending,unknown,4.66
.dso,.dso,22916,1414,2003,2023,0,,pending,unknown,4.66
.tfrecords,.tfrecords,22912,15205,2016,2023,0,,pending,unknown,4.66
.vsp,.vsp,22912,4601,2006,2023,0,,pending,unknown,4.66
.fhiaims,.fhiaims,45688,0,2015,2018,0,,pending,unknown,4.66
.thr,.thr,22898,1858,1994,2023,0,,pending,unknown,4.66
.dcx,.dcx,22838,9652,1998,2023,0,,pending,unknown,4.66
.alog,.alog,22837,19197,1998,2023,0,,pending,unknown,4.66
.aip,.aip,22831,6473,2000,2023,0,,pending,unknown,4.66
.fxo,.fxo,22793,9298,2007,2023,0,,pending,unknown,4.66
.wrk,.wrk,22782,1096,1991,2023,0,,pending,unknown,4.66
.relation,.relation,22779,3893,2000,2023,0,,pending,unknown,4.66
.srs,.srs,22756,6419,2007,2023,0,,pending,unknown,4.66
.mine,.mine,22727,3868,1970,2023,0,,pending,unknown,4.66
.bml,.bml,22704,2555,2001,2023,0,,pending,unknown,4.66
.59,.59,22647,8487,1970,2023,0,,pending,numeric-suffix,4.66
.emb,.emb,22624,6181,2004,2023,0,,pending,unknown,4.65
.topo,.topo,22619,10500,2003,2023,0,,pending,unknown,4.65
.wc,.wc,22615,1355,1970,2023,0,,pending,unknown,4.65
.nor,.nor,22599,15536,2003,2023,0,,pending,unknown,4.65
.webvtt,.webvtt,22589,7178,1970,2023,0,,pending,unknown,4.65
.wf,.wf,22582,5155,2002,2023,0,,pending,unknown,4.65
.dms,.dms,22531,6145,2002,2023,0,,pending,unknown,4.65
.mexw32,.mexw32,22491,2966,1970,2023,0,,pending,unknown,4.65
.python,.python,22461,5427,1970,2023,0,,pending,unknown,4.65
.trimmed,.trimmed,22452,1371,2011,2023,0,,pending,unknown,4.65
.gl,.gl,22441,3354,1970,2023,0,,pending,unknown,4.65
.casm,.casm,22427,5665,2005,2023,0,,pending,unknown,4.65
.jbx,.jbx,22424,18607,2001,2022,0,,pending,unknown,4.65
.edus,.edus,22406,11237,2013,2022,0,,pending,unknown,4.65
.success,.success,22394,17370,2002,2023,0,,pending,unknown,4.65
.md5sum,.md5sum,22385,6732,2001,2023,0,,pending,unknown,4.65
.ist,.ist,22376,2645,1994,2023,0,,pending,unknown,4.65
.sq,.sq,22358,6941,2000,2023,0,,pending,unknown,4.65
.lf,.lf,22354,15210,1994,2023,0,,pending,unknown,4.65
.ifdefed,.ifdefed,44538,0,2013,2017,0,,pending,unknown,4.65
.lat,.lat,22317,5304,1990,2023,0,,pending,unknown,4.65
.psql,.psql,22316,6447,1998,2023,0,,pending,unknown,4.65
.gdat,.gdat,22302,722,2010,2023,0,,pending,unknown,4.65
.68,.68,22295,8360,1979,2023,0,,pending,numeric-suffix,4.65
.reapeaks,.reapeaks,22291,11766,2010,2023,0,,pending,unknown,4.65
.81,.81,22290,6984,1979,2023,0,,pending,numeric-suffix,4.65
.licenses,.licenses,22286,6010,2002,2023,0,,pending,unknown,4.65
.diag01,.diag01,22259,11506,2020,2022,0,,pending,unknown,4.65
.vcxitems,.vcxitems,22259,5385,1970,2023,0,,pending,unknown,4.65
.nam,.nam,22254,9301,1970,2023,0,,pending,unknown,4.65
.templates,.templates,22251,2075,1969,2023,0,,pending,unknown,4.65
.wmo,.wmo,22240,1696,2011,2022,0,,pending,unknown,4.65
.odocl,.odocl,22221,3938,2007,2023,0,,pending,unknown,4.65
.dcr,.dcr,22221,2844,1998,2023,0,,pending,unknown,4.65
.mona,.mona,22215,419,1999,2023,0,,pending,unknown,4.65
.62,.62,22200,8172,1996,2023,0,,pending,numeric-suffix,4.65
.xsw,.xsw,22194,9221,2006,2023,0,,pending,unknown,4.65
.psp,.psp,22152,2806,1998,2023,0,,pending,unknown,4.65
.mh,.mh,22128,1181,1993,2023,0,,pending,unknown,4.64
.before,.before,22118,2380,1999,2023,0,,pending,unknown,4.64
.006,.006,22116,13161,1994,2023,0,,pending,numeric-suffix,4.64
.np,.np,22096,2831,2008,2023,0,,pending,unknown,4.64
.buildtool,.buildtool,22094,1585,2015,2020,0,,pending,unknown,4.64
.ft,.ft,22087,5239,2000,2023,0,,pending,unknown,4.64
.fts,.fts,22081,19268,1997,2023,0,,pending,unknown,4.64
.configure,.configure,22080,3621,1970,2023,0,,pending,unknown,4.64
.csvy,.csvy,22053,985,2015,2023,0,,pending,unknown,4.64
.bndrun,.bndrun,22047,8761,2010,2023,0,,pending,unknown,4.64
.shroom,.shroom,22030,9445,2017,2022,0,,pending,unknown,4.64
.96,.96,22016,7022,1979,2023,0,,pending,numeric-suffix,4.64
.gensim,.gensim,22008,2237,2013,2023,0,,pending,unknown,4.64
.ka,.ka,21998,18141,2002,2023,0,,pending,unknown,4.64
.tidal,.tidal,21993,6017,2006,2023,0,,pending,unknown,4.64
.qcom,.qcom,21991,5872,2000,2023,0,,pending,unknown,4.64
.oembed,.oembed,21972,17963,2012,2023,0,,pending,unknown,4.64
.m4fv,.m4fv,43796,43796,2019,2019,0,,pending,unknown,4.64
.fixed,.fixed,21945,9163,1997,2023,0,,pending,unknown,4.64
.deco,.deco,21931,21294,2014,2023,0,,pending,unknown,4.64
.rmf3,.rmf3,21931,125,2014,2023,0,,pending,unknown,4.64
.sbs,.sbs,21930,4169,2003,2023,0,,pending,unknown,4.64
.pvd,.pvd,21908,9371,2009,2023,0,,pending,unknown,4.64
.gdf,.gdf,21908,5871,2000,2023,0,,pending,unknown,4.64
.adjm,.adjM,43674,0,2018,2018,0,,pending,unknown,4.64
.gmm,.gmm,21876,11771,2007,2023,0,,pending,unknown,4.64
.ch1,.ch1,21865,560,1994,2023,0,,pending,unknown,4.64
.mgn,.mgn,21865,2513,2011,2022,0,,pending,unknown,4.64
.pcc,.pcc,21843,1902,1997,2023,0,,pending,unknown,4.64
.loa,.loa,21826,254,1998,2023,0,,pending,unknown,4.64
.wrap,.wrap,21797,12203,1970,2023,0,,pending,unknown,4.64
.b3d,.b3d,21790,3459,1970,2023,0,,pending,unknown,4.64
.notifyrc,.notifyrc,21779,4070,2006,2023,0,,pending,unknown,4.64
.esqlobj,.esqlobj,21733,11233,2014,2023,0,,pending,unknown,4.64
.aup,.aup,21703,6453,2006,2023,0,,pending,unknown,4.64
.gyb,.gyb,21702,3156,2015,2023,0,,pending,unknown,4.64
.m4fd,.m4fd,43252,43252,2019,2019,0,,pending,unknown,4.64
.norm,.norm,21670,9458,1999,2023,0,,pending,unknown,4.64
.63,.63,21663,8006,1996,2023,0,,pending,numeric-suffix,4.64
.resp,.resp,21652,10390,1970,2023,0,,pending,unknown,4.64
